Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Central Europe and the Baltics,CEB,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.0214080810547,80.8691711425781,81.5368728637695,81.2092895507813,82.4056015014648,83.6449127197266,85.0520095825195,86.1299514770508,86.6328582763672,86.48681640625,87.62255859375,87.7416381835938,88.1660919189453,88.7742309570313,88.7704925537109,88.8612518310547,88.7080078125,88.5903091430664,89.3401718139648,89.048942565918,89.1664276123047,88.7036666870117,..
Central Europe and the Baltics,CEB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,792496242696.625,715284853772.528,702694252319.583,713740595711.267,743180414627.766,786107102544.666,820207746163.705,845350131462.119,867972355663.004,885898765311.136,921680855927.485,949736886003.804,982613564463.945,1026277397072.16,1083569557004.64,1136986116884.64,1211639621129.4,1289047491232.69,1337502457070.87,1290601481306.06,1312703359581.13,1354848280556.64,1363512248930.84,1381863243357.69,1422956397319.34,1477101531832.33,1522366826402.69,1592129114932.95
Chad,TCD,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,456.544902165731,446.739691951329,630.369394885011,675.559231797646,616.378869185556,685.564766870092,715.529907339245,737.644615348671,665.122387649422,572.978253229181,..
Chad,TCD,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1110.43797952483,1167.35017123585,1221.23750025815,996.955548386955,1062.90820805483,1040.91613658048,1028.6423080009,1050.22930604438,1084.72943431809,1039.46558007659,993.182982156452,1067.94775846556,1115.03749703809,1231.11510069665,1584.67315022753,1793.4069355977,1743.61785104156,1741.48705571567,1736.9191731815,1752.11993132482,1925.19511802507,1863.84560539765,1962.87772988916,2007.07731906164,2076.65000798778,2067.10132178618,1878.37848258326,1768.15341090621
Chad,TCD,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.12316989898682,7.0074200630188,7.26049995422363,8.41893005371094,9.60713958740234,10.538049697876,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chad,TCD,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2089939951.70206,2119151955.09999,2232740960.41821,2197029295.47761,2141863216.79766,2154847786.76298,2115907696.34924,2132140969.44362,2122392418.67013,2268440825.16507,2310626031.93245,2258691791.87005,2284658076.24205,2093183555.73919,2197044238.05691,2395003796.72602,2466393238.10268,2521507874.27877,2509666011.24724,1971566321.0769,1852332481.41292,1871650792.18187,1971720641.87343,2280861156.6978,2327593696.09462,2834840918.9922,2719132138.03532,2654177278.46846,3065106535.07565,3214828869.92383,3080498133.76201,3343422874.88921,3610944962.05134,3043671392.72094,3352204941.73449,3393656609.04142,3468808219.53809,3664913557.29045,3919682951.98766,3892917388.43263,3858672132.83035,4308521325.94343,4674366911.82481,5362511643.5076,7165890624.73454,8407921034.68586,8462426392.92879,8739274636.73703,9006057733.52815,9385905829.95638,10657705536.4978,10666537555.594,11614000868.1864,12275999075.9554,13123041176.3602,13486244396.1105,12642608725.1014,12269174945.5376
Channel Islands,CHI,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5562.40474244871,5895.92178785079,6158.62774143809,5987.3333876074,6161.9853844385,6375.81139302815,6466.72878474153,6546.60681127458,6893.01679991448,7395.82273042229,7543.56460123467,8029.88405404629,8100.98280135153,8348.42160307253,9191.85750853851,9772.77061801879,10303.2206164702,10647.7627485158,10819.7990941063,11065.0803474041,11201.1832236955,..
Chile,CHL,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8991.84647717044,9538.65463138555,10437.9848863787,10956.1145552922,11336.7842689097,12172.2585583541,12819.8977019941,13587.5067817272,13991.4230511506,13758.9144334018,14315.4260570701,14613.8038698458,14895.5401923208,15332.2970279137,16258.3889455787,17007.5798219092,17890.5997209251,18572.5683881681,19031.6164297818,18547.4615343093,19442.0503154635,20437.704525923,21330.2399109073,21998.3071454324,22195.2743713617,22516.6078575125,22614.3936667162,22767.0371912423
Chile,CHL,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.9395980834961,89.1335525512695,86.7359466552734,87.4348602294922,86.9343185424805,85.190071105957,87.5029678344727,87.4306564331055,87.3110122680664,87.089958190918,..
Chile,CHL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,29375692257.1695,30916527184.3872,32161438540.171,34039711620.9842,34910182119.1023,35241923981.3184,39201792004.9645,40619328747.0318,42078380449.811,43735420036.097,44535326423.2174,48731750485.5682,48234712071.0831,45808868607.7393,46900104265.4055,40844315409.0887,42409708109.933,46839269114.6994,50446409757.0584,54693142233.5659,59061276084.0798,62915243091.1445,55985566287.3175,53176534993.465,55358731548.5091,57578570293.9906,60674968647.9445,64594855902.1142,69339419416.1774,76220235503.4875,78761086957.4583,84907911073.8978,94389329346.47,100608438212.434,105669241836.513,115108987852.776,122939756290.644,132071585918.002,137783126643.784,137215327660.067,144524703666.117,149298423006.472,153937081014.428,160234720403.17,171786906198.963,181652337025.042,193127635486.362,202601172713.024,209752043005.204,206471018816.037,218537551220.071,231892203586.311,244225687257.03,254104626803.632,258593994337.717,264555250851.642,267904170064.212,271895690380.202
Colombia,COL,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,2260.46406909264,2330.83035177621,2474.10187742285,2649.95954996067,2601.12496285424,2618.09222006636,2793.71562817717,2927.06061021166,3113.30643717104,3115.27968070124,3210.26653543536,3108.15924678916,3036.00664405663,2961.29413075577,3029.33582717496,3000.26720101705,3311.73238405367,3235.64443804396,3388.49611195275,3333.92373138659,3243.23828997558,3404.91857668854,3477.56123550089,3704.75908062982,3897.83472908807,4007.24054436205,3927.20884054052,4008.26886018384,3907.60649072858,3559.80696104248,3617.62518461689,3634.63759105845,3654.9000502217,3698.92685668853,3879.35588613668,4037.60549750417,4267.80838487784,4589.24725741487,4707.70933607801,4811.30823271077,4986.44973714449,5206.58476706907,5440.51938312148,5669.59439877052,5845.81693535416,6085.67755278671,6154.24552221315,..
Colombia,COL,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7533.5183848011,7562.69769462864,7799.9089739139,7844.02273663591,8160.12071339933,8442.85081332772,8478.95110360675,8634.46908838063,8553.38091403262,8073.37269322374,8308.22294990052,8327.07075920399,8415.7591194705,8625.24656969163,8963.59532934742,9263.73017273061,9760.13492630678,10306.9474882958,10547.2603938218,10599.9626049907,10900.5052821616,11496.4777054381,11840.2404334565,12296.2955351848,12715.9673914398,12985.3831345266,13135.0098987578,13254.9492184779
Colombia,COL,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.0672073364258,68.9055862426758,72.2979278564453,73.8968887329102,77.2223815917969,78.7617797851563,80.942008972168,79.1935806274414,79.6435623168945,78.5858001708984,78.2943115234375,78.7136001586914,..
Colombia,COL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,36474760531.3476,38395292498.5953,40494171271.4383,41670168443.0056,44421375306.8539,45759563550.8429,48195055977.4305,50214735076.8245,53442259222.5672,56927194244.7323,60887343107.689,64510884735.0781,69461072435.8766,74134053414.5703,78391217821.8652,80153489288.9745,84014632970.4851,87499571236.7881,94905053698.1995,100013653582.25,104112412294.568,106468701873.735,107478536557.192,109181401022.428,112844547317.733,116329485584.035,123121141111.088,129734601585.893,135001594188.301,139615174653.465,148050777226.673,151422236156.629,159042828960.53,162805226557.238,172306232682.223,181270356905.601,184997012079.761,191342952890.164,192433194592.786,184343273758.155,192491233553.464,195721040703.736,200621857329.828,208482767198.08,219601199179.592,229936852450.343,245336908226.293,262266694764.289,271568782707.966,276053874889.224,287018184637.529,305931280966.003,318302970054.38,333817265555.82,348483888774.623,359119674815.303,366456704285.594,372935921852.641
Comoros,COM,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,700.807558425347,735.04674203318,733.411857005114,710.859570369828,694.590928596557,693.753262614328,681.668429385417,639.938824802204,654.564918483983,658.525512392231,679.265686729484,700.410007830014,689.625016681842,692.058844205241,679.556633840841,..,..,..
Comoros,COM,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1599.9515501721,1469.78049063992,1549.20253137585,1550.21408504501,1427.11043134379,1437.83280170583,1380.82433867905,1398.34025742988,1379.36515245113,1370.11538911918,1480.91767363897,1478.57821644879,1476.84427985897,1472.41387809092,1465.45730073842,1471.55941417734,1474.82742892889,1451.4216109325,1422.62234877284,1415.84568986876,1412.50268663997,1414.61172325694,1422.2294867712,1437.00490702868,1432.08874813164,1413.05927704673,1411.15233885964,1413.890036328
Comoros,COM,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.4159202575684,44.7685012817383,..,..,..
Comoros,COM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,268779448.855651,279167562.606025,296988568.392914,311306470.237481,324101988.794086,331492719.389414,337682390.44172,343213597.932501,352437527.860853,341227634.227211,358600873.034513,339252208.248313,368193554.378283,379261222.419614,359248813.619512,372218160.938767,367410336.441879,382218224.653127,387120794.393752,394569477.216427,437372669.839698,447576296.468189,457981457.377319,467617854.16612,476594257.621478,490117180.09107,503090091.083543,507115580.528921,509145396.115511,519073731.226769,530493353.218937,544286180.870411,560614766.143757,580236282.924548,592198663.14675,598210181.091478,611370805.212453,626655075.342764
"Congo, Dem. Rep.",COD,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,315.105158821739,257.786531262979,255.279165730371,243.253713962693,239.261208854333,223.507527064837,223.626711399674,213.961673974643,203.062913434653,202.033852339253,212.591721090722,220.216057885376,222.65952472086,207.741363986075,211.711840519579,192.602764578622,202.12272730567,227.653677647135,226.03648805218,249.558252474955,271.916248177058,284.490118711698,302.670003014538,305.524891324414,..
"Congo, Dem. Rep.",COD,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1386.83074797511,1224.06488397683,1053.55056684497,876.728368757338,812.408609386607,792.09382458349,762.45510863435,702.230516484228,675.258979773719,631.521939615362,573.17085031416,545.851603785345,545.688770254192,558.701542773548,577.860738541166,594.077030259882,605.863166688897,623.128666489071,640.478306635141,637.275148782525,660.210955818272,682.43215537283,706.797963756204,741.618430150658,785.347340663008,812.403370091792,805.064264107408,808.133213366763
"Congo, Dem. Rep.",COD,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.4853801727295,17.6157093048096,18.2984104156494,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,GDP (constant 2010 US$),NY.GDP.MKTP.KD,15841904236.2822,14122839628.7941,17116980138.997,18009457794.7427,17569986761.7983,17745220812.79,18947545640.7187,18760772357.935,19573620053.7254,21399611249.3778,21347170094.9683,22629071516.0446,22663272079.546,24507445053.7712,25274671667.9861,24015580787.6976,22740593103.9214,22913602081.2107,21688803250.5044,21782084247.4732,22260182029.6673,22783412967.3825,22679138387.6735,22999300620.7586,24273708892.6902,24387273670.5745,25537672498.366,26220969304.7984,26344307850.7228,26010775573.7318,24302307019.9629,22255797230.3342,19918936615.0185,17236044975.684,16563839772.6473,16679786457.2249,16509123445.4507,15581798288.4826,15328725881.3293,14674167698.5781,13660046634.625,13373162020.0174,13767371433.9896,14535290949.534,15514733205.9984,16466585539.5574,17342769191.2512,18428335972.5325,19575664685.7398,20134562442.8413,21565722425.0028,23048294866.7093,24681704232.8556,26775195682.7944,29310883852.6502,31338079628.7828,32089998961.1136,33277601928.2367
"Congo, Rep.",COG,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,855.494625943079,840.08863185651,886.950317297044,766.060569967697,771.610403299415,668.125780598751,595.578421137081,529.116390107888,461.416464617407,613.040629646386,921.002628943513,1433.34907776614,1306.57889801048,1129.69115653895,935.055143293826,824.017442169236,756.930663662148,535.537729387139,428.106050055786,446.153728973206,619.147808638061,631.046734640074,342.189884262678,433.723543500347,117.056574539538,102.459255052021,254.139225436873,368.078322809029,244.022163284228,132.915476789688,278.012736860359,407.922053805551,547.963812736171,318.872920440985,167.322034845763,93.0469603988562,336.027226286837,426.612462117627,610.620901695451,510.547973093474,266.403523133796,375.708862734554,617.970608245269,772.34350269807,1072.74990522292,1044.603901043,..
"Congo, Rep.",COG,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5140.41614581672,5122.26094091054,5114.784771474,4928.00190152461,4530.73030425264,4582.10681925786,4645.97846769372,4487.20949840949,4523.62715342227,4283.32408783285,4480.14767745898,4524.17156289357,4604.5745018184,4515.66544358996,4539.27390370056,4742.93598023691,4875.93729603982,4637.21291552922,4730.0337965244,4918.07201183644,5186.34478845194,5213.94692099844,5271.16806023104,5317.08629189111,5538.05294137178,5542.89298198573,5250.86760824979,4881.40574395234
"Congo, Rep.",COG,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,..,17.1362800598145,..,27.8766899108887,..,35.8967704772949,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1483222500.02235,1607082357.71301,1690687744.44949,1622564856.43391,1684494851.31753,1746424761.04652,1770158367.26747,1807619734.17443,1945565093.23842,2092426564.46621,2225472883.76455,2398014594.34025,2604664721.26091,2819059595.83329,3041357126.8935,3276502598.38538,3306524757.67021,3010477444.83379,3201936194.12491,3516149388.85633,4136278784.63796,4865079626.99001,6013126520.1682,6365132712.17241,6809172712.07804,6728439016.68609,6266765394.7755,6278633184.55009,6389530386.35617,6555650286.42864,6621207023.12928,6779809261.2278,6956894357.17029,6888738831.47006,6510335189.58292,6769793164.98691,7060249892.08572,7016136592.97449,7278368400.54242,7090426418.46915,7627595733.65268,7917642833.95722,8280418940.53943,8347760613.01877,8637981498.28454,9307922523.85313,9888364294.38467,9731908344.8726,10274192976.075,11041566540.1611,12007880438.6232,12418629883.7549,12890534256.7459,13334059545.5669,14238097603.1698,14614906845.3719,14205686707.8991,13553775872.0588
Costa Rica,CRI,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6815.47358039903,6987.20255498018,6906.17841043615,7373.21904382786,7509.87559304116,7800.26549986716,7869.87605870806,8078.04653709441,8458.31883030628,8794.48951860835,..
Costa Rica,CRI,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7787.16176176319,7787.09436164032,8289.6653713996,8655.23266488668,8820.05014555589,8960.61542662766,8855.11497576914,9129.62040116832,9545.7858385427,9712.48538441644,9878.28869075949,10040.5741368168,10201.5877158544,10473.9163443814,10768.7413593648,11025.4767645764,11656.2142927348,12433.2015967063,12834.9361639356,12543.9779041253,12999.9921931442,13397.2305422386,13878.0474026459,14035.2879800483,14372.4007814474,14738.6076210904,15195.001412292,15524.9945630542
Costa Rica,CRI,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,22.7260894775391,..,..,31.3104000091553,34.4567604064941,34.5681686401367,35.0087203979492,..,..,37.9973793029785,..,38.6859283447266,37.1137390136719,..,..,34.3574714660645,35.180419921875,36.0704612731934,..,36.6707000732422,37.5298385620117,38.015510559082,40.4068984985352,41.2421493530273,43.1466407775879,43.2652015686035,42.8438491821289,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.8570022583008,75.9685974121094,77.1232681274414,78.1217575073242,80.5242691040039,82.7409896850586,..
Costa Rica,CRI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,3807870321.26476,3771469348.8088,4078780740.38324,4273938634.69123,4451266576.04089,4888809044.52522,5273592933.71863,5571557575.38891,6038733666.80149,6375557914.28155,6853924590.64312,7318518240.15286,7917029965.57059,8527347139.78665,9000180011.87148,9189190185.77411,9696209672.89476,10559606183.9198,11221449229.9072,11775690516.4046,11864231392.5021,11595903349.5718,10751075826.9902,11058878343.4145,11744717197.7513,11867028123.5274,12553529707.4498,13416640068.1709,13929074274.6323,14634675609.3045,15206147661.4354,15597237610.6431,17031647015.2191,18238767992.4086,19057190297.2429,19842631676.589,20088247004.4182,21206146968.6809,22682455321.1957,23576904804.5616,24457392097.2728,25311069892.2127,26144247844.5291,27256810103.3957,28438822146.2599,29539652853.0961,31677653998.3812,34265051943.7813,35858239193.4497,35510217657.949,37268635287.0856,38873833296.167,40738579948.667,41662949490.2612,43127543220.5553,44693802321.5472,46551438317.2602,48037268859.2239
Cote d'Ivoire,CIV,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1022.40060944598,1067.85886941709,1102.77322026141,984.225672430045,1080.60244659913,1082.70547981942,1253.16470821185,1338.83727999767,1443.65203990788,..
Cote d'Ivoire,CIV,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3193.75853118149,3083.89094459281,2970.47508007571,2864.70880439947,2793.44069652895,2898.40074511118,3027.80288023441,3049.48682118826,3111.50076965202,3081.19861899627,2947.60657282953,2889.94570963636,2788.34736345124,2701.76948254129,2686.66566770196,2682.44886081623,2670.22935592571,2662.33111403082,2672.3370818306,2698.55434934798,2690.25800198952,2511.42019511915,2712.3780260472,2879.85021688847,3054.53487386428,3241.61205578936,3424.96402094039,3601.00590113374
Cote d'Ivoire,CIV,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.7052593231201,..,35.4998512268066,..
Cote d'Ivoire,CIV,GDP (constant 2010 US$),NY.GDP.MKTP.KD,4289508128.40817,4715565889.2015,4773425622.81366,5465111982.50678,6427686955.99594,6227808113.90386,6948823859.88542,7268341328.22222,8180390870.092,8960736251.5164,9890415491.01544,10825716247.2043,11284361249.4947,11954561754.7569,12471881171.7129,13501171352.8644,15245036303.5783,16360128257.2038,18144928866.1124,18579392397.2903,16543518824.5293,17122624520.2341,17157010577.4578,16487845912.2365,16042466089.2755,16764573290.7621,17310989203.6653,17250578540.9893,17446628599.7222,17960956073.5723,17764120445.2383,17771390441.5049,17727928620.2484,17693804999.1077,17837338328.0312,19108381522.8738,20585330895.8407,21355953697.801,22408947356.0759,22771418229.2731,22300414201.6886,22327480641.4857,21955138165.9699,21656650171.2742,21923410906.1317,22300767039.1796,22638811513.3749,23038394863.9785,23624224724.0402,24392355457.3384,24884505034.5564,23792758395.8868,26340131049.779,28681616270.2215,31203899801.8261,33963218673.8589,36796468786.8278,39665491528.8538
Croatia,HRV,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6706.82909639832,7385.72920278289,7799.08660801736,8203.26832778531,7803.40396770485,8266.52211425298,8349.02482145602,8997.17127875984,9346.24283081794,9969.23195440706,10603.3142868581,11118.3043585647,11811.2835542957,11995.7117382104,10956.5828635672,10885.3193615767,11270.7172231848,11010.2228648868,11113.2855788697,11152.5763925026,11634.8467072561,11635.6410638812,..
Croatia,HRV,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12623.5990517228,13885.5178652532,14555.6417235721,15060.530060534,14746.0022512858,15742.4136886769,16231.728811248,17083.3223284247,18032.7975051663,18773.2707002124,19541.7268655626,20486.0732734108,21560.5309637157,22010.65051426,20410.4241516193,20171.9575294867,20750.4433202401,20346.7553456348,20271.2801257632,20334.4464738451,20983.9852751789,21799.9328108641,22669.796546633
Croatia,HRV,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.0272674560547,82.351936340332,82.7223892211914,83.6872100830078,85.2042770385742,..,88.4930877685547,..,..,93.3086166381836,96.4971237182617,95.0356063842773,94.3307037353516,94.3174209594727,93.5171508789063,92.4159164428711,91.8459320068359,90.8417892456055,..
Croatia,HRV,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39570428328.0577,41894675885.3577,44678775723.5828,45510641319.089,45084889273.1567,46778513367.1593,48385076669.081,50923587390.8062,53753873046.5275,55948541911.6559,58278072356.2334,61066830126.9004,64211774903.9101,65530277351.5047,60691663864.2464,59829574390.6875,59634549667.8591,58295936115.4532,57918158247.298,57862454727.7874,59220688842.7487,61095271083.0161,62792670406.2264
Cuba,CUB,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,2159.32843649666,2303.19086626509,2372.264639331,2413.25137419303,2398.87510995784,2574.46104710697,2681.36797471669,2884.66129368696,3050.91730944431,3058.14212195875,2884.93623123849,3410.57494186007,3693.50600137751,3875.24913028689,4161.10229077577,4271.53232791356,4040.89755680098,3964.15065066687,4111.88393151855,4103.83967362766,4046.28247727548,3607.84687085082,2989.6672734889,2608.1419826451,2636.82641563175,2574.14198742238,2738.29719764243,2786.27073285288,2741.61926767482,2871.09606091208,2931.19403126858,3040.51065301378,3104.89771703016,3278.43958562419,3451.02190020931,3758.82213301926,4275.15937449316,4430.31384424342,4324.16125018869,4482.60432981629,4803.67380877531,4798.49700649783,5040.40482118112,5175.49909291692,..,..,..,..
Cuba,CUB,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
